algorithm,function,ert_m8,ert_m5,ert_m3,log10ert_area,error_avg,errorbounded_avg
CMA-ES-Akimoto,f1d10,146.06666666666666,101.53333333333333,71.6,0.04867123088741882,7.340000000000001e-09,0.0
CMA-ES-Akimoto,f2d10,425.93999999999994,379.15999999999997,348.44,0.06103922209259677,6.999999999999999e-09,0.0
CMA-ES-Akimoto,f3d10,960379.2833333334,960086.6166666666,959893.8666666666,0.11187565049322444,0.5726666695733333,0.5726666666666667
CMA-ES-Akimoto,f4d10,,,,0.5010654574784373,4.98,4.98
CMA-ES-Akimoto,f5d10,12.993333333333334,,,0.025780812134462525,0.0,0.0
CMA-ES-Akimoto,f6d10,424.9866666666667,299.2266666666667,217.7,0.08382652878750944,8.193333333333334e-09,0.0
CMA-ES-Akimoto,f7d10,396.7,,,0.0800535013534097,5.532666666666667e-09,0.0
CMA-ES-Akimoto,f8d10,638.8466666666666,587.38,552.9399999999999,0.06229264398561406,7.573333333333334e-09,0.0
CMA-ES-Akimoto,f9d10,543.3133333333333,497.79333333333335,462.2466666666666,0.021181553471778983,6.6600000000000006e-09,0.0
CMA-ES-Akimoto,f10d10,421.84666666666664,377.4266666666667,347.14666666666665,0.06336324752301153,7.753333333333333e-09,0.0
CMA-ES-Akimoto,f11d10,324.03333333333336,276.3466666666667,244.44,0.08362964312715526,8.059999999999999e-09,0.0
CMA-ES-Akimoto,f12d10,1094.74,918.2266666666667,732.98,0.08457506695623644,9.24e-09,0.0
CMA-ES-Akimoto,f13d10,815.1266666666667,524.4466666666666,376.5866666666667,0.06346793257340397,8.733333333333335e-09,0.0
CMA-ES-Akimoto,f14d10,407.74666666666667,225.2733333333333,124.62,0.07767562987671772,9.300000000000002e-09,0.0
CMA-ES-Akimoto,f15d10,7978.62,7625.093333333333,7384.853333333334,0.06158756696158268,7.62e-09,0.0
CMA-ES-Akimoto,f16d10,3561.6,3370.54,3135.82,0.058143561850846036,6.246666666666665e-09,0.0
CMA-ES-Akimoto,f17d10,2947.98,1964.9066666666665,1150.0466666666666,0.10356708266038207,7.913333333333334e-09,0.0
CMA-ES-Akimoto,f18d10,3502.413333333333,2786.233333333333,2340.2133333333336,0.08592348680660607,8.833333333333331e-09,0.0
CMA-ES-Akimoto,f19d10,73253.43333333333,71757.71333333333,70687.34,0.0183733165546335,7.0266666666666656e-09,0.0
CMA-ES-Akimoto,f20d10,20768.286666666667,20159.973333333335,19740.46,0.1201505285346283,6.480000000000001e-09,0.0
CMA-ES-Akimoto,f21d10,19653.36,19433.646666666667,19293.126666666667,0.048531187707731564,6.686666666666667e-09,0.0
CMA-ES-Akimoto,f22d10,954689.7333333334,954320.0833333334,954091.9333333333,0.07088754482345318,0.41400000231333334,0.4139999999999999
CMA-ES-Akimoto,f23d10,232532.21666666665,231780.525,227095.38333333336,0.10128628347630002,0.004800006973333335,0.0048000000000000004
CMA-ES-Akimoto,f24d10,2278090.066666667,2276170.1,2274998.533333333,0.08200049275504595,0.30966666826666667,0.30966666666666665
CMA-ES-pycma,f1d10,145.84666666666666,99.88,69.15333333333334,0.05042738306709067,5.280000000000001e-09,0.0
CMA-ES-pycma,f2d10,416.99333333333334,372.24666666666667,341.2,0.061047754138301734,5.606666666666667e-09,0.0
CMA-ES-pycma,f3d10,2260039.833333333,2259653.2,2259426.6,0.11977262285413504,0.9673333334533335,0.9673333333333335
CMA-ES-pycma,f4d10,,,,0.4918811066679334,5.3,5.3
CMA-ES-pycma,f5d10,13.406666666666666,,,0.0299273936745924,0.0,0.0
CMA-ES-pycma,f6d10,412.5,292.73333333333335,219.15333333333334,0.0831158108894532,8.086666666666667e-09,0.0
CMA-ES-pycma,f7d10,420.02,,,0.0845065729584917,4.762666666666667e-09,0.0
CMA-ES-pycma,f8d10,584.5133333333333,536.9666666666667,501.5333333333333,0.06290048283902748,5.013333333333333e-09,0.0
CMA-ES-pycma,f9d10,579.5733333333334,531.3399999999999,495.1933333333333,0.021448111330113193,4.953333333333333e-09,0.0
CMA-ES-pycma,f10d10,418.16,369.29333333333335,338.8466666666667,0.06456384177628943,5.733333333333333e-09,0.0
CMA-ES-pycma,f11d10,298.7266666666667,252.19333333333333,221.71999999999997,0.08908262201011406,5.293333333333334e-09,0.0
CMA-ES-pycma,f12d10,1061.1399999999999,873.0133333333333,687.9466666666666,0.08487768151113458,8.693333333333333e-09,0.0
CMA-ES-pycma,f13d10,922.54,633.5066666666667,408.06,0.0667760671677191,7.32e-09,0.0
CMA-ES-pycma,f14d10,378.44666666666666,218.84,116.57333333333334,0.07651160716532349,8.56e-09,0.0
CMA-ES-pycma,f15d10,7812.706666666667,7415.666666666667,7149.646666666666,0.06115121375379896,4.842666666666666e-10,0.0
CMA-ES-pycma,f16d10,3381.7066666666665,3197.253333333333,3053.48,0.059220135283940295,1.0129333333333334e-09,0.0
CMA-ES-pycma,f17d10,3002.88,1938.9066666666665,816.2066666666667,0.10479074497332838,3.573333333333333e-09,0.0
CMA-ES-pycma,f18d10,4042.686666666667,2958.66,2265.4933333333333,0.08771042978741615,3.173333333333333e-09,0.0
CMA-ES-pycma,f19d10,72202.26666666666,70818.86666666667,69711.32666666668,0.01778427834839484,2.1806666666666668e-10,0.0
CMA-ES-pycma,f20d10,54228.7,52586.4,51398.86,0.13604424233279155,1.1226666666666668e-10,0.0
CMA-ES-pycma,f21d10,68200.20714285715,67828.23571428572,67552.08571428571,0.06117934465630225,0.03466666750626533,0.034666666666666665
CMA-ES-pycma,f22d10,1193644.24,1193606.4,1193581.8,0.07076928663206074,0.46000000159333326,0.4599999999999999
CMA-ES-pycma,f23d10,389464.7444444444,388294.55555555556,387458.84444444446,0.10309907983652936,0.019260001333333335,0.01926
CMA-ES-pycma,f24d10,,,,0.2529603351528207,5.244,5.244
DD-CMA-ES-Akimoto,f1d10,129.50666666666666,90.22,63.69333333333333,0.048961851273660185,7.379999999999999e-09,0.0
DD-CMA-ES-Akimoto,f2d10,230.33333333333334,187.45333333333332,158.04000000000002,0.06492740927258811,8.313333333333334e-09,0.0
DD-CMA-ES-Akimoto,f3d10,652455.3,652143.1375,651949.925,0.1066048044754076,0.44000000358666663,0.44
DD-CMA-ES-Akimoto,f4d10,,,,0.452042484371329,4.813333333333333,4.813333333333333
DD-CMA-ES-Akimoto,f5d10,13.606666666666666,,,0.028096248075975376,0.0,0.0
DD-CMA-ES-Akimoto,f6d10,443.88,321.2866666666667,236.2,0.08307439151636169,8.206666666666668e-09,0.0
DD-CMA-ES-Akimoto,f7d10,447.1333333333333,,,0.08203052366926664,4.411333333333333e-09,0.0
DD-CMA-ES-Akimoto,f8d10,610.92,563.62,527.24,0.06082782895171024,7.66e-09,0.0
DD-CMA-ES-Akimoto,f9d10,634.86,586.1066666666667,551.2933333333333,0.021391988032479683,8.31333333333333e-09,0.0
DD-CMA-ES-Akimoto,f10d10,429.3,382.0266666666667,353.4266666666667,0.06326417723821114,7.953333333333333e-09,0.0
DD-CMA-ES-Akimoto,f11d10,336.74,289.53333333333336,256.6733333333333,0.09200794274104165,7.46e-09,0.0
DD-CMA-ES-Akimoto,f12d10,1035.5333333333333,834.7066666666667,624.6800000000001,0.08745123349686224,9.08e-09,0.0
DD-CMA-ES-Akimoto,f13d10,857.7533333333333,494.3933333333333,362.36,0.06664079587385911,8.753333333333335e-09,0.0
DD-CMA-ES-Akimoto,f14d10,395.18666666666667,220.7866666666667,109.68666666666665,0.08132035245010305,9.313333333333333e-09,0.0
DD-CMA-ES-Akimoto,f15d10,6539.8,6240.6866666666665,6038.773333333333,0.059499135999120524,6.639999999999999e-09,0.0
DD-CMA-ES-Akimoto,f16d10,4742.24,4517.573333333333,3766.56,0.0641442163401129,6.540000000000001e-09,0.0
DD-CMA-ES-Akimoto,f17d10,2731.266666666667,1964.0466666666666,1453.46,0.09363487846403482,7.833333333333334e-09,0.0
DD-CMA-ES-Akimoto,f18d10,3947.0333333333338,3312.6066666666666,2421.4,0.08679114774317531,8.399999999999999e-09,0.0
DD-CMA-ES-Akimoto,f19d10,70341.88666666667,68899.94,67962.62666666668,0.017527075100926905,7.119999999999999e-09,0.0
DD-CMA-ES-Akimoto,f20d10,20814.613333333335,20170.893333333333,19750.513333333332,0.12197034374391769,5.546666666666666e-09,0.0
DD-CMA-ES-Akimoto,f21d10,28851.73333333333,28674.146666666667,28554.859999999997,0.055263272503449194,4.153333333333333e-09,0.0
DD-CMA-ES-Akimoto,f22d10,302227.05454545456,302010.8727272727,301837.17272727273,0.06335577505172829,0.18400000343333334,0.184
DD-CMA-ES-Akimoto,f23d10,297035.475,296430.9083333333,296002.1666666666,0.10040166601902402,0.006833340606666666,0.006833333333333334
DD-CMA-ES-Akimoto,f24d10,1080761.3166666667,1078693.4833333334,1077291.3666666667,0.06683471637351845,0.4386666697266667,0.43866666666666665
DD-CMA-ES-pycma,f1d10,124.15333333333334,84.06,57.733333333333334,0.05237721952308643,4.273333333333333e-09,0.0
DD-CMA-ES-pycma,f2d10,225.78000000000003,187.92666666666668,161.24,0.06365083871672465,5.5466666666666665e-09,0.0
DD-CMA-ES-pycma,f3d10,478847.43,478465.04000000004,478216.99000000005,0.1041049325478446,0.38400000028400005,0.38400000000000006
DD-CMA-ES-pycma,f4d10,,,,0.5006005889006966,5.1000000000000005,5.1000000000000005
DD-CMA-ES-pycma,f5d10,14.093333333333334,,,0.027681878564603506,0.0,0.0
DD-CMA-ES-pycma,f6d10,401.8933333333333,284.8,206.16,0.08351617304023974,8.286666666666666e-09,0.0
DD-CMA-ES-pycma,f7d10,396.24666666666667,,,0.08326213231797276,3.612133333333333e-09,0.0
DD-CMA-ES-pycma,f8d10,545.8333333333333,500.1666666666667,465.40666666666664,0.06393358071520983,5.38e-09,0.0
DD-CMA-ES-pycma,f9d10,589.7933333333333,541.7266666666667,508.6066666666667,0.02213449665988449,4.746666666666667e-09,0.0
DD-CMA-ES-pycma,f10d10,432.59333333333336,386.05333333333334,355.33333333333337,0.06595275212206715,6.693333333333334e-09,0.0
DD-CMA-ES-pycma,f11d10,313.2866666666667,268.2266666666667,237.42,0.09096580805117556,5.3e-09,0.0
DD-CMA-ES-pycma,f12d10,1010.5,840.2733333333333,661.0866666666667,0.08780703742857265,8.673333333333334e-09,0.0
DD-CMA-ES-pycma,f13d10,1101.4333333333334,542.4866666666667,397.3266666666667,0.0743255406451101,7.0666666666666654e-09,0.0
DD-CMA-ES-pycma,f14d10,376.21999999999997,207.57333333333332,104.13333333333333,0.08140694876750539,8.946666666666668e-09,0.0
DD-CMA-ES-pycma,f15d10,7412.0666666666675,7079.0,6852.033333333333,0.060913631236109,6.099999999999999e-10,0.0
DD-CMA-ES-pycma,f16d10,5788.42,5521.033333333334,4720.626666666667,0.06679976389600459,6.792000000000001e-10,0.0
DD-CMA-ES-pycma,f17d10,2893.666666666667,2286.4666666666667,1382.6266666666666,0.09313782041407352,3.5266666666666665e-09,0.0
DD-CMA-ES-pycma,f18d10,5121.5199999999995,4126.0,3596.873333333333,0.08565152529406746,3.3466666666666667e-09,0.0
DD-CMA-ES-pycma,f19d10,90650.93333333333,88693.43333333333,87312.31999999999,0.01938128304075753,1.476e-10,0.0
DD-CMA-ES-pycma,f20d10,50798.433333333334,49546.793333333335,48749.67333333333,0.136568903331503,1.4613333333333334e-10,0.0
DD-CMA-ES-pycma,f21d10,48261.99333333333,48089.346666666665,47946.693333333336,0.05461260359106121,1.0506719999999999e-09,0.0
DD-CMA-ES-pycma,f22d10,511669.5,511586.7111111111,511534.2777777778,0.06816898337972926,0.2760000003755267,0.27599999999999997
DD-CMA-ES-pycma,f23d10,400245.1888888889,398947.1,398022.5444444445,0.10416713203830108,0.019400001366666666,0.019400000000000004
DD-CMA-ES-pycma,f24d10,2231650.2333333334,2229271.166666667,2227757.1333333333,0.07810925785089465,0.8813333333475334,0.8813333333333335
CMAES-APOP-Var1,f1d10,141.93333333333334,96.74666666666667,66.84,0.05038556064994554,7.626666666666667e-09,0.0
CMAES-APOP-Var1,f2d10,582.1866666666667,538.1800000000001,510.6933333333333,0.06252324211434955,7.713333333333334e-09,0.0
CMAES-APOP-Var1,f3d10,235111.86666666664,234882.85555555555,234593.7,0.08920479358409242,0.3960000044,0.396
CMAES-APOP-Var1,f4d10,,,,0.45072197306529704,5.306666666666667,5.306666666666667
CMAES-APOP-Var1,f5d10,,,,0.026798206211054502,0.0,0.0
CMAES-APOP-Var1,f6d10,419.4866666666667,304.28000000000003,223.48000000000002,0.08374884792888294,8.42e-09,0.0
CMAES-APOP-Var1,f7d10,975.0933333333332,,,0.08897547568481608,3.4153333333333346e-09,0.0
CMAES-APOP-Var1,f8d10,1247.74,1175.1933333333332,1095.1266666666666,0.07024734159539509,7.2199999999999995e-09,0.0
CMAES-APOP-Var1,f9d10,1002.22,927.5733333333334,866.1733333333334,0.023838556062289955,8.040000000000001e-09,0.0
CMAES-APOP-Var1,f10d10,598.6733333333334,554.0933333333334,519.1533333333334,0.06235415247933791,7.4133333333333325e-09,0.0
CMAES-APOP-Var1,f11d10,570.6,521.4333333333333,488.21999999999997,0.09878909281769302,8.266666666666666e-09,0.0
CMAES-APOP-Var1,f12d10,1183.52,962.3799999999999,734.6600000000001,0.09363753408979071,8.9e-09,0.0
CMAES-APOP-Var1,f13d10,2031.2466666666667,1259.72,732.9266666666666,0.07654331069530491,8.686666666666664e-09,0.0
CMAES-APOP-Var1,f14d10,692.9666666666667,335.4533333333333,140.32666666666665,0.09846647574254291,9.613333333333334e-09,0.0
CMAES-APOP-Var1,f15d10,3383.1066666666666,3188.34,3014.54,0.050927458989067566,7.826666666666669e-09,0.0
CMAES-APOP-Var1,f16d10,12736.526666666667,12468.76,12181.653333333334,0.05416222419303387,6.246666666666666e-09,0.0
CMAES-APOP-Var1,f17d10,3141.326666666667,2539.4666666666667,1725.5466666666666,0.08742318320451715,8.059999999999999e-09,0.0
CMAES-APOP-Var1,f18d10,3402.373333333333,2755.1133333333337,2178.3533333333335,0.08867233538165309,8.386666666666667e-09,0.0
CMAES-APOP-Var1,f19d10,35807.7,34955.95333333333,34006.653333333335,0.016362729076565708,7.96e-09,0.0
CMAES-APOP-Var1,f20d10,23519.993333333332,23178.826666666668,22734.473333333335,0.11230088057825614,6.98e-09,0.0
CMAES-APOP-Var1,f21d10,5239.1,5144.573333333333,5070.246666666667,0.04208535416343982,5.08e-09,0.0
CMAES-APOP-Var1,f22d10,,,2801602.7,0.10917552530193651,2.1433333335199998,2.143333333333333
CMAES-APOP-Var1,f23d10,,,,0.4244346369986186,0.6173333333333332,0.6173333333333332
CMAES-APOP-Var1,f24d10,,,,0.40364551540779314,11.986666666666668,11.986666666666668
CMAES-APOP-MA,f1d10,96.67333333333333,65.92,46.00666666666667,0.050058192725949746,7.719999999999999e-09,0.0
CMAES-APOP-MA,f2d10,404.7133333333333,374.11333333333334,352.56666666666666,0.0599372192884285,7.26e-09,0.0
CMAES-APOP-MA,f3d10,312215.3285714286,312050.1714285714,311879.9285714286,0.0969559899687584,0.5173333367333334,0.5173333333333334
CMAES-APOP-MA,f4d10,,,,0.2603854197652503,5.12,5.12
CMAES-APOP-MA,f5d10,,,,0.028978245494818432,0.0,0.0
CMAES-APOP-MA,f6d10,378.9533333333333,270.65999999999997,204.89333333333335,0.08115429204841183,8.846666666666665e-09,0.0
CMAES-APOP-MA,f7d10,811.9866666666667,,,0.09557758913715855,3.278933333333333e-09,0.0
CMAES-APOP-MA,f8d10,682.8066666666666,636.7666666666667,594.3399999999999,0.06767543039977929,7.933333333333333e-09,0.0
CMAES-APOP-MA,f9d10,630.6133333333333,593.9399999999999,560.9466666666666,0.022922044681373405,7.72e-09,0.0
CMAES-APOP-MA,f10d10,413.5133333333333,381.37333333333333,361.78000000000003,0.06272494652919235,7.866666666666668e-09,0.0
CMAES-APOP-MA,f11d10,315.75333333333333,280.6733333333333,255.04666666666668,0.08652141124598241,7.780000000000001e-09,0.0
CMAES-APOP-MA,f12d10,968.0200000000001,792.4066666666666,604.2266666666667,0.09211957517575703,8.946666666666666e-09,0.0
CMAES-APOP-MA,f13d10,1954.8133333333335,1260.98,731.6800000000001,0.080594108039535,8.666666666666665e-09,0.0
CMAES-APOP-MA,f14d10,419.16,211.38000000000002,101.78,0.08672510418786838,9.253333333333333e-09,0.0
CMAES-APOP-MA,f15d10,3979.8666666666663,3809.813333333333,3588.086666666667,0.053936915542363545,7.346666666666665e-09,0.0
CMAES-APOP-MA,f16d10,7478.793333333333,7267.24,6398.12,0.05866534382055008,6.4066666666666665e-09,0.0
CMAES-APOP-MA,f17d10,2538.1466666666665,1990.2,978.8799999999999,0.10227289763081401,8.426666666666666e-09,0.0
CMAES-APOP-MA,f18d10,2621.0066666666667,2115.0466666666666,1665.8666666666668,0.08443575156319842,8.086666666666667e-09,0.0
CMAES-APOP-MA,f19d10,93415.75384615385,92524.23846153847,91490.14615384614,0.022815740112001756,0.00204667356,0.0020466666666666667
CMAES-APOP-MA,f20d10,,,,0.49302336363815963,0.29600000000000004,0.29600000000000004
CMAES-APOP-MA,f21d10,12328.82,12175.880000000001,12034.553333333333,0.04613683679111718,4.02e-09,0.0
CMAES-APOP-MA,f22d10,155671.38,155564.84,155457.21000000002,0.05803266052204132,0.2300000037133333,0.22999999999999998
CMAES-APOP-MA,f23d10,36196.96,35894.60666666667,35571.2,0.06467968092859147,8.666666666666667e-09,0.0
CMAES-APOP-MA,f24d10,945552.0,945108.5,944569.1666666666,0.07306271296884329,0.8211333345466669,0.8211333333333336
CMAES-APOP-KP,f1d10,139.95999999999998,95.98666666666666,67.20666666666668,0.05117410877451341,8.266666666666666e-09,0.0
CMAES-APOP-KP,f2d10,587.7066666666667,541.4933333333333,507.5,0.06089396366649874,7.593333333333333e-09,0.0
CMAES-APOP-KP,f3d10,308918.5714285714,308750.21428571426,308529.28571428574,0.09593868549602315,0.5073333369466667,0.5073333333333333
CMAES-APOP-KP,f4d10,,,,0.45006111624129674,4.933333333333334,4.933333333333334
CMAES-APOP-KP,f5d10,,,,0.03155977322545948,0.0,0.0
CMAES-APOP-KP,f6d10,419.7333333333333,300.76,223.82,0.08218378612736109,7.966666666666667e-09,0.0
CMAES-APOP-KP,f7d10,610.3399999999999,,,0.09200127521047818,4.275333333333334e-09,0.0
CMAES-APOP-KP,f8d10,729.4266666666666,675.4933333333333,633.4399999999999,0.06566141961392613,7.966666666666665e-09,0.0
CMAES-APOP-KP,f9d10,644.2,592.0133333333333,552.6933333333334,0.020750853783889585,8.333333333333334e-09,0.0
CMAES-APOP-KP,f10d10,595.9333333333333,551.6600000000001,520.4866666666667,0.0636449444590617,7.706666666666667e-09,0.0
CMAES-APOP-KP,f11d10,563.6466666666666,510.73999999999995,470.7333333333333,0.08895938738939545,7.753333333333334e-09,0.0
CMAES-APOP-KP,f12d10,1436.08,1215.4266666666667,984.7466666666667,0.08812477805762636,8.693333333333331e-09,0.0
CMAES-APOP-KP,f13d10,1929.5133333333335,1240.6733333333334,857.8866666666667,0.07604032790227758,8.786666666666667e-09,0.0
CMAES-APOP-KP,f14d10,672.5933333333334,343.04,143.78666666666666,0.09404463798041728,9.586666666666669e-09,0.0
CMAES-APOP-KP,f15d10,4848.04,4704.073333333333,4586.533333333334,0.052749945212098026,7.346666666666667e-09,0.0
CMAES-APOP-KP,f16d10,6305.233333333334,6071.3533333333335,5670.46,0.052484636172805334,6.6733333333333355e-09,0.0
CMAES-APOP-KP,f17d10,2457.68,1893.8466666666668,1410.7,0.09116144012385809,8.539999999999999e-09,0.0
CMAES-APOP-KP,f18d10,2741.44,2040.6666666666667,1529.9466666666667,0.08242267817117988,8.706666666666667e-09,0.0
CMAES-APOP-KP,f19d10,258202.3625,257400.625,256522.1,0.02345304478804299,0.0061866702,0.006186666666666666
CMAES-APOP-KP,f20d10,141856.9,141516.5,141077.36666666667,0.15143837277426841,0.021600005493333334,0.0216
CMAES-APOP-KP,f21d10,6910.219999999999,6828.853333333334,6770.653333333334,0.04629865404284397,4.666666666666667e-09,0.0
CMAES-APOP-KP,f22d10,86354.95,86262.17857142857,86178.19285714286,0.05531195534128354,0.046000004366666666,0.046
CMAES-APOP-KP,f23d10,32285.02,31927.54666666667,31701.28,0.06633744800819485,8.826666666666666e-09,0.0
CMAES-APOP-KP,f24d10,2899474.6,2899138.1,2898654.9,0.09894815088528366,0.9853333339,0.9853333333333333
CMAES-APOP-KMA,f1d10,98.25333333333333,68.02666666666667,47.95333333333333,0.0481371588612364,7.66e-09,0.0
CMAES-APOP-KMA,f2d10,416.1066666666667,385.28000000000003,363.98,0.06132379854580498,7.700000000000001e-09,0.0
CMAES-APOP-KMA,f3d10,336408.45714285714,336234.48571428575,336023.1142857143,0.09883517136693654,0.52800000372,0.528
CMAES-APOP-KMA,f4d10,,,,0.25263350871268975,5.0600000000000005,5.0600000000000005
CMAES-APOP-KMA,f5d10,,,,0.03032939557999199,0.0,0.0
CMAES-APOP-KMA,f6d10,377.02,265.3066666666667,194.57999999999998,0.08480104129850348,8.246666666666667e-09,0.0
CMAES-APOP-KMA,f7d10,515.0333333333333,,,0.08699127447139618,4.6240000000000006e-09,0.0
CMAES-APOP-KMA,f8d10,496.0666666666667,463.12666666666667,435.8,0.063231112904799,7.92e-09,0.0
CMAES-APOP-KMA,f9d10,607.3933333333333,570.5866666666667,539.4399999999999,0.022958390084172765,8.073333333333335e-09,0.0
CMAES-APOP-KMA,f10d10,410.38666666666666,381.1533333333333,362.3,0.06232014762039598,8.026666666666669e-09,0.0
CMAES-APOP-KMA,f11d10,317.32,284.52,259.38666666666666,0.08965241574331789,7.3733333333333335e-09,0.0
CMAES-APOP-KMA,f12d10,975.4666666666666,798.9066666666666,613.76,0.09171205734521012,8.566666666666664e-09,0.0
CMAES-APOP-KMA,f13d10,1629.7733333333333,1075.1,639.72,0.07856721602822045,8.913333333333333e-09,0.0
CMAES-APOP-KMA,f14d10,415.7,216.24,100.5,0.0864841881713572,8.926666666666667e-09,0.0
CMAES-APOP-KMA,f15d10,4058.16,3924.0066666666667,3758.9866666666667,0.05471459036264475,7.913333333333332e-09,0.0
CMAES-APOP-KMA,f16d10,5078.566666666667,4907.5199999999995,4744.34,0.05620811304468448,6.686666666666668e-09,0.0
CMAES-APOP-KMA,f17d10,1962.7466666666667,1536.3333333333335,795.1466666666666,0.09757936368023187,8.286666666666667e-09,0.0
CMAES-APOP-KMA,f18d10,2435.4933333333333,1961.8866666666665,1527.2466666666667,0.08416658509248395,8.48666666666667e-09,0.0
CMAES-APOP-KMA,f19d10,300286.5857142857,299598.4,298750.0857142857,0.027289649840531387,0.00689333604,0.006893333333333334
CMAES-APOP-KMA,f20d10,,,,0.44747908809983483,0.3833333333333334,0.3833333333333334
CMAES-APOP-KMA,f21d10,14729.539999999999,14656.933333333334,14590.146666666667,0.04996123439438116,4.293333333333334e-09,0.0
CMAES-APOP-KMA,f22d10,89341.85833333334,89250.25833333333,89173.10833333334,0.05527692312826621,0.13800000406,0.13799999999999998
CMAES-APOP-KMA,f23d10,34207.33333333333,33926.82,33632.926666666666,0.06420494807718158,8.266666666666666e-09,0.0
CMAES-APOP-KMA,f24d10,,,,0.253955366053574,0.33213333333333334,0.33213333333333334
HE-ES,f1d10,108.29333333333334,74.19333333333333,51.60666666666667,0.05034869524966279,0.0,0.0
HE-ES,f2d10,295.5866666666667,261.78000000000003,239.34,0.06135584963010618,1.7466666666666671e-13,0.0
HE-ES,f3d10,,,,0.42419193773987407,2.5973333333333333,2.5973333333333333
HE-ES,f4d10,,,,0.507754422624811,6.1866666666666665,6.1866666666666665
HE-ES,f5d10,10.966666666666667,,,0.025470980479055185,0.0,0.0
HE-ES,f6d10,528.2333333333333,339.66666666666663,252.1266666666667,0.08687935809059864,5.313333333333334e-12,0.0
HE-ES,f7d10,348.6,,,0.07528180076072322,5.973333333333334e-15,0.0
HE-ES,f8d10,474.22666666666663,439.9266666666666,411.6666666666667,0.06115548996303462,0.0,0.0
HE-ES,f9d10,473.2,439.1,409.3666666666667,0.022550151885737908,0.0,0.0
HE-ES,f10d10,310.06,276.81333333333333,254.66666666666666,0.05892882379037428,1.8400000000000002e-13,0.0
HE-ES,f11d10,247.84666666666666,213.61333333333332,191.6,0.091825834289065,1.0666666666666666e-14,0.0
HE-ES,f12d10,1295.3333333333335,989.5866666666667,772.5466666666666,0.09819054043884362,7.346666666666666e-11,0.0
HE-ES,f13d10,128731.48666666666,752.7466666666667,463.88,0.24855141492819394,9.852666666666666e-10,0.0
HE-ES,f14d10,315.81333333333333,187.85999999999999,94.73333333333333,0.07845689766955595,2.0066666666666665e-13,0.0
HE-ES,f15d10,7238.06,6876.860000000001,6636.246666666666,0.06267321609835406,2.224666666666667e-13,0.0
HE-ES,f16d10,4368.5,4124.219999999999,3831.726666666667,0.06025474085152032,0.0,0.0
HE-ES,f17d10,1123.0666666666666,725.7666666666667,395.9866666666667,0.08403687871072342,1.9866666666666669e-13,0.0
HE-ES,f18d10,257939.58333333334,257603.875,253369.675,0.16437643939787344,0.003833333333611333,0.003833333333333333
HE-ES,f19d10,58573.05333333333,57699.22666666667,56855.46,0.012533252906652649,1.2e-16,0.0
HE-ES,f20d10,,,,0.5252672984721187,0.6793333333333335,0.6793333333333335
HE-ES,f21d10,250805.68333333335,250773.775,250747.46666666665,0.07678217968760585,0.206,0.206
HE-ES,f22d10,,,,0.3925868776450995,1.5466666666666666,1.5466666666666666
HE-ES,f23d10,1183808.2,1182509.05,1181878.925,0.11131117033904796,0.009093333338073334,0.009093333333333333
HE-ES,f24d10,,,,0.34391690484490656,8.246666666666666,8.246666666666666
RANDOMSEARCH,f1d10,,,,0.4668520910665023,3.3466666666666667,3.3466666666666667
RANDOMSEARCH,f2d10,,,,0.4742772462610522,6406.666666666667,6406.666666666667
RANDOMSEARCH,f3d10,,,,0.5446301240411617,61.86666666666667,61.86666666666667
RANDOMSEARCH,f4d10,,,,0.5975968718424278,82.93333333333334,82.93333333333334
RANDOMSEARCH,f5d10,,,,0.5083117225772318,27.8,27.8
RANDOMSEARCH,f6d10,,,,0.3746326344243076,28.066666666666666,28.066666666666666
RANDOMSEARCH,f7d10,,,,0.5345892793042437,9.42,9.42
RANDOMSEARCH,f8d10,,,,0.48730711020779693,339.3333333333333,339.3333333333333
RANDOMSEARCH,f9d10,,,,0.4880635326016771,341.3333333333333,341.3333333333333
RANDOMSEARCH,f10d10,,,,0.4898077284541759,7266.666666666667,7266.666666666667
RANDOMSEARCH,f11d10,,,,0.6094973898062341,12.9,12.9
RANDOMSEARCH,f12d10,,,,0.553563336982333,2226666.6666666665,2226666.6666666665
RANDOMSEARCH,f13d10,,,,0.44458925407510574,266.0,266.0
RANDOMSEARCH,f14d10,,,,0.49952661026427775,1.5066666666666666,1.5066666666666666
RANDOMSEARCH,f15d10,,,,0.5508018810638611,66.0,66.0
RANDOMSEARCH,f16d10,,,,0.45707457579963795,3.1999999999999997,3.1999999999999997
RANDOMSEARCH,f17d10,,,,0.6075963611129274,2.06,2.06
RANDOMSEARCH,f18d10,,,,0.6027397351414214,7.086666666666667,7.086666666666667
RANDOMSEARCH,f19d10,,,,0.5548970282398042,2.98,2.98
RANDOMSEARCH,f20d10,,,,0.4782101231881929,2.8533333333333335,2.8533333333333335
RANDOMSEARCH,f21d10,,,,0.33509367233779846,2.0486666666666666,2.0486666666666666
RANDOMSEARCH,f22d10,,,,0.3030180517771246,2.006666666666667,2.006666666666667
RANDOMSEARCH,f23d10,,,,0.46054819773652556,0.5873333333333334,0.5873333333333334
RANDOMSEARCH,f24d10,,,,0.4655243956931042,61.2,61.2
